anime_id,name,genre,episodes,rating
5520,Onegai My Melody Sukkiri♪,"Comedy, Fantasy, Magic",52,7.14
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,35,6.74
4062,Musashi no Ken,"Shounen, Sports",72,7.4
3836,Meiken Jolie,"Adventure, Historical",52,6.8
2501,Papuwa,"Adventure, Comedy",26,7.02
3807,Honoo no Alpenrose: Judy &amp; Randy,"Drama, Historical, Romance, Shoujo",20,7.09
2912,Ohayo! Spank,"Comedy, Slice of Life",63,6.73
4584,Topo Gigio,"Adventure, Comedy, Kids",21,6.3
23375,Minarai Diva,Music,10,5.73
16347,Usavich V,Comedy,13,6.62
2565,Jungle Taitei: Susume Leo!,"Adventure, Shounen",26,6.77
2416,Grander Musashi RV,"Adventure, Sports",39,7.27
14913,Battle Spirits: Sword Eyes,"Action, Shounen",29,7.09
2128,Yuusha Raideen,"Action, Adventure, Mecha, Sci-Fi, Shounen",50,6.87
2039,Mahou no Yousei Persia,"Comedy, Magic",48,6.77
727,Kingyo Chuuihou!,"Comedy, Kids, Shoujo",54,6.91
18205,World Fool News (TV),"Comedy, Slice of Life",12,6.12
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",12,6.51
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",39,6.62
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",50,7.11
2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",13,6.65
3874,Ashita e Free Kick,Sports,52,6.71
1839,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",26,6.71
4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",52,6.56
7004,Shin Calimero,Comedy,52,6.18
2362,Run=Dim,"Action, Mecha, Sci-Fi",13,5.32
3196,Wakakusa no Charlotte,"Drama, Historical, Kids, Shoujo, Slice of Life",30,6.99
3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",47,7.18
2804,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy, Magic, Shoujo",50,6.7
3638,Kaiketsu Zorori,"Adventure, Comedy",52,7.14
1771,Ring ni Kakero 1: Nichibei Kessen-hen,"Action, Shounen, Sports",12,6.85
2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",52,6.83
3162,Makiba no Shoujo Katri,"Adventure, Drama, Historical, Slice of Life",49,6.9
3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",46,7.13
1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",28,6.08
2084,NG Knight Ramune &amp; 40,"Adventure, Comedy, Fantasy, Mecha, Shounen",38,7.12
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",26,6.55
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",51,6.55
10527,Duel Masters Cross,"Action, Adventure, Comedy, Shounen",100,6.72
592,PopoloCrois,"Adventure, Fantasy",26,7.2
3205,Cream Lemon: Lemon Angel,Ecchi,37,6.07
4823,Youkai Ningen Bem (2006),Horror,26,5.93
9806,Qin Shiming Yue Zhi: Bai Bu Fei Jian,"Action, Fantasy, Historical, Martial Arts",10,6.94
2882,Anime Oyako Gekijou,"Adventure, Fantasy, Historical, Kids, Sci-Fi",26,6.03
3835,Ai no Gakko Cuore Monogatari,"Drama, Historical, Slice of Life",26,6.78
6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",331,6.63
3285,Himitsu no Akko-chan,"Magic, School, Shoujo",94,6.49
2244,Rakugo Tennyo Oyui,"Comedy, Historical",12,6.31
4486,Getter Robo G,"Action, Mecha, Sci-Fi, Shounen",39,6.87
611,Platonic Chain,"Sci-Fi, Slice of Life",24,5.82
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",46,7.27
3345,Mikan Enikki,"Comedy, Romance, Shoujo, Slice of Life",30,7.38
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Fantasy,52,6.78
4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",50,6.63
6149,Chibi Maruko-chan (1995),"Comedy, Kids, School, Slice of Life",-1,7.37
5075,Yuusha Keisatsu J-Decker,"Action, Adventure, Mecha, Police, Sci-Fi",48,7.62
32274,Ketsuekigata-kun! 4,Comedy,12,6.55
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",52,6.58
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Comedy,12,7.41
4375,Kyoro-chan,"Adventure, Comedy, Fantasy",91,7.22
6901,Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen",50,7.3
2934,Shiawase Sou no Okojo-san,Comedy,51,6.85
3388,Majokko Megu-chan,"Magic, Shoujo",72,6.75
1885,Master of Epic: The Animation Age,"Comedy, Fantasy, Game",12,6.23
22215,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",11,6.34
2127,Chouja Raideen,"Adventure, Mecha, Sci-Fi, Shounen",38,6.45
2087,VS Knight Lamune &amp; 40 Fire,"Comedy, Fantasy, Mecha, Shounen",26,6.99
3335,Haikara-san ga Tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",42,7.39
5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",25,6.64
4086,Muka Muka Paradise,"Adventure, Comedy",51,6.97
7643,Domo-kun,"Comedy, Kids, Slice of Life",-1,7.09
4061,Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic",23,7.58
3271,Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen",39,6.79
17147,Gakkatsu! 2nd Season,"Comedy, School",25,6.51
33490,Kaitou Joker 4th Season,"Adventure, Comedy, Mystery, Shounen",-1,7.12
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,13,5.94
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",49,7.27
16906,Line Offline: Salaryman,Comedy,114,6.75
2686,Tetsujin 28-gou,"Adventure, Mecha, Sci-Fi, Shounen",96,6.68
3736,Parappa the Rapper,"Comedy, Fantasy",30,5.85
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",73,7.27
30649,Shin Atashin&#039;chi,"Comedy, Slice of Life",26,7.14
1883,Kappa no Kaikata,Comedy,26,6.46
4444,Zero Duel Masters,"Adventure, Comedy, Game, Sports",12,6.25
2736,Mojakou,"Comedy, Fantasy, Sci-Fi",74,7.34
2243,Karasu Tengu Kabuto,"Action, Adventure, Drama, Historical",39,6.97
8538,Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",51,6.64
310,"Chiisana Obake Acchi, Kocchi, Socchi","Comedy, Supernatural",50,6.17
2570,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",26,7.12
5200,Offside (TV),"Action, Drama, Sports",39,7.22
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",26,7.25
16726,gdgd Fairies 2,"Comedy, Fantasy",12,7.13
23067,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",52,6.82
17497,Jewelpet Happiness,"Fantasy, Magic, Shoujo",52,6.96
4191,Popolocrois Monogatari,"Adventure, Fantasy",25,7.26
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",40,7.25
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",65,7.06
3761,Wanwan Sanjuushi,"Adventure, Historical",26,6.78
8373,Shin Mitsubachi Maya no Bouken,"Adventure, Comedy",52,6.47
2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",13,6.63
32308,Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Magic",-1,6.36
19871,Gaist Crusher,"Action, Fantasy, Supernatural",51,6.12
3327,Giant Gorg,"Adventure, Mecha, Sci-Fi",26,7.16
832,Ginsoukikou Ordian,"Mecha, Sci-Fi",24,5.93
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",26,7.24
714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",86,7.45
31566,Ketsuekigata-kun! 3,Comedy,12,6.55
9884,Osomatsu-kun,Comedy,56,6.99
3858,Konchuu Monogatari Minashigo Hutch,"Adventure, Comedy, Drama",91,6.43
5070,Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi",43,6.55
2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",46,7.31
1711,Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",13,6.06
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life",52,7.11
5082,Battle Spirits: Shounen Toppa Bashin,"Game, Shounen",50,6.84
9346,Battle Spirits: Brave,"Action, Shounen",50,7.15
1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",26,6.3
3332,Stop!! Hibari-kun!,Comedy,35,7.12
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",30,6.56
6902,Saikyou Bushouden: Sangoku Engi,Historical,52,7.07
34077,Cardfight!! Vanguard G: Next,"Action, Game, Shounen",-1,7.16
30039,Future Card Buddyfight 100,Game,50,6.98
1188,Momoiro Sisters,"Comedy, Slice of Life",24,6.3
25999,Minna Atsumare! Falcom Gakuen SC,"Comedy, Parody, School, Seinen",12,6.09
6511,Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power",35,6.69
1068,Chou Denji Robo Combattler V,"Adventure, Mecha, Sci-Fi, Shounen",54,6.93
1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy",50,7.47
1175,Metal Fighter Miku,"Comedy, Sci-Fi, Shounen, Sports",13,6.2
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",13,5.52
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action, Adventure, Drama, Historical, Romance",26,7.58
5304,Akiba-chan,"Comedy, Kids, Slice of Life",10,5.39
2823,Barbapapa,"Comedy, Fantasy",45,6.26
6069,Gregory Horror Show,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",25,6.9
7904,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",10,7.14
1466,Hakugei Densetsu,"Adventure, Sci-Fi",26,6.75
616,Nurse Angel Ririka SOS,"Drama, Fantasy, Magic, Shoujo",35,6.83
1684,Dotto Koni-chan,Comedy,26,7.5
1893,Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life",117,6.83
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,"Comedy, Mecha",12,6.01
677,Sentimental Journey,"Drama, Romance, Shoujo",12,6.55
31044,Kamisama Minarai: Himitsu no Cocotama,"Fantasy, Kids, Magic",-1,6.17
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",52,7.17
32084,"Watashitachi, Luck Logic-bu!","Comedy, School",12,5.55
926,Transformers Victory,"Adventure, Mecha, Sci-Fi, Shounen",44,6.83
1672,Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",48,6.72
2231,Miyuki,"Romance, School",37,6.93
1617,Massugu ni Ikou.,"Comedy, Josei, Romance, Slice of Life",4,6.71
12963,Jewelpet Kira☆Deco!,"Fantasy, Magic, Shoujo",52,6.88
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",78,6.59
2786,Bakegyamon,"Action, Game, Shounen",51,6.84
3202,Daisuki! Hello Kitty,"Fantasy, Kids",26,6.49
3356,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",109,6.49
3809,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",52,6.74
34013,Hagane Orchestra,"Adventure, Comedy",12,5.69
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",43,7.45
1664,Babel Nisei (2001),"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural",13,5.91
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",51,7.04
2723,D4 Princess,"Action, Comedy, Magic, Mecha, Sci-Fi",24,6.2
2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",50,7.51
1040,Mizuiro Jidai,"Shoujo, Slice of Life",47,7.01
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",10,6.22
3006,Atashin&#039;chi,"Comedy, Slice of Life",330,7.39
729,Hiatari Ryoukou!,"Comedy, Romance, School, Sports",48,7.2
6525,Peeping Life,"Comedy, Slice of Life",10,5.6
3571,Mach GoGoGo (1997),"Adventure, Cars",34,6.43
3146,GR: Giant Robo,"Adventure, Mecha, Military, Sci-Fi, Shounen",13,6.9
2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",38,7.35
6560,Popee the Performer,"Comedy, Dementia",39,6.87
2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",23,7.21
2709,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",51,6.74
31549,Peeping Life TV: Season 1??,"Comedy, Slice of Life",12,5.83
924,Transformers: Choujin Master Force,"Adventure, Mecha, Sci-Fi, Shounen",47,6.85
2609,Kakyuusei (1999),"Drama, Harem, Romance, School",14,6.36
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha",52,6.75
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",52,6.52
13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",26,6.93
6131,Charady no Joke na Mainichi,Comedy,365,5.48
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,12,7.36
13679,Tottoko Hamtarou Hai!,"Adventure, Kids",77,6.67
1884,Himesama Goyoujin,Comedy,12,6.49
33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,"Comedy, Game, Space",-1,5.04
32571,Shounen Ashibe: Go! Go! Goma-chan,"Comedy, Slice of Life",-1,5.94
332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",38,7.42
22735,Oreca Battle,Game,51,6.07
2406,Sazae-san,"Comedy, Slice of Life",-1,6.35
3193,Asobot Senki Gokuu,"Comedy, Sci-Fi",52,6.91
3137,Tsurikichi Sanpei,"Adventure, Sports",109,7.17
3024,Ribbon no Kishi,"Action, Fantasy, Mystery, Romance",52,6.81
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",100,7.07
10513,Usavich IV,Comedy,13,6.93
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",18,5.91
1812,Hanoka,Sci-Fi,12,4.27
31018,DD Hokuto no Ken 2 Ichigo Aji+,"Comedy, Parody, School, Seinen",12,6.03
3568,Ganbarist! Shun,"Comedy, Shounen, Sports",30,7.43
2781,Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural",13,6.17
6116,Mainichi Kaasan,"Comedy, Slice of Life",142,7.71
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",30,6.32
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",51,7.31
30947,Kurayami Santa,"Historical, Supernatural",13,5.36
2546,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",48,6.73
1873,Plawres Sanshirou,"Adventure, Mecha, School, Sci-Fi, Shounen, Sports",37,7.66
9883,Osomatsu-kun (1988),Comedy,86,6.93
1083,Human Crossing,"Drama, Slice of Life, Sports",13,6.53
2549,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",53,7.63
13143,Baku Tech! Bakugan,"Action, Game, Shounen",51,6.28
2405,Hello! Lady Lynn,Drama,36,7.85
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",43,7.27
925,Transformers Headmasters,"Adventure, Mecha, Sci-Fi, Shounen",35,6.69
2938,Idol Densetsu Eriko,Music,51,6.9
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power",12,7.75
2038,Mahou no Star Magical Emi,"Comedy, Magic, Shoujo, Slice of Life",38,6.76
29865,BAR Kiraware Yasai,Comedy,13,5.04
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",50,7.35
17705,DD Hokuto no Ken (2013),"Parody, Seinen",13,6.64
1548,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi",42,7.45
2255,Choujuu Kishin Dancougar,"Action, Mecha, Sci-Fi, Shounen",38,6.85
27737,Battle Spirits: Burning Soul,"Action, Kids",51,6.92
3112,Papillon Rose,"Comedy, Ecchi, Magic, Parody",6,5
2257,Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",75,7.58
2337,Tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",26,7.59
2766,Super Doll Licca-chan,"Adventure, Comedy, Magic",52,6.66
2688,Akai Koudan Zillion,"Action, Adventure, Military, Sci-Fi, Shounen",31,6.9
3437,Mister Ajikko,"Comedy, Shounen",99,7.31
4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",20,7.43
2561,Captain Future,"Action, Adventure, Sci-Fi, Shounen",52,7.13
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,12,7.55
5132,Let&#039;s Nupu Nupu,"Comedy, Ecchi, School",16,6.44
171,Strange Dawn,"Adventure, Drama, Fantasy",13,6.59
2556,Jungle Taitei (1989),"Adventure, Drama",52,6.78
751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",52,7.16
31670,Kaitou Joker 3rd Season,"Adventure, Comedy, Mystery, Shounen",13,7.09
17917,Danball Senki Wars,"Action, Kids, Mecha",37,7.36
2703,Chousoku Spinner,"Shounen, Sports",22,6.85
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",26,6.85
1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",6,6.84
968,Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",25,7.12
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",24,6.6
2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",46,7.34
1337,Dororon Enma-kun,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",25,6.38
2259,Dr. Rin ni Kiitemite!,"Comedy, Fantasy, Magic, Romance, School, Shoujo",51,6.95
17727,Haitai Nanafa 2nd Season,"Comedy, Supernatural",13,6.22
5658,Great Mazinger,"Action, Mecha, Sci-Fi, Shounen",56,7.34
2415,Super Fishing Grander Musashi,"Adventure, Sports",25,7.07
11177,Cross Fight B-Daman,Adventure,52,6.81
7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",10,6.32
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,"Comedy, Magic",10,5.51
4060,Grimm Masterpiece Theater,"Adventure, Comedy, Fantasy, Kids, Magic",24,7.62
3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space",43,7.18
22099,Hero Bank,"Game, Kids",51,6.15
30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",8,6.53
865,Kikou Senki Dragonar,"Adventure, Mecha, Sci-Fi, Shounen, Space",48,6.86
4114,Onegai My Melody: Kuru Kuru Shuffle!,"Comedy, Fantasy, Magic",52,7.4
10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",12,6.73
1035,Patalliro Saiyuuki!,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",26,6.88
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody, School, Slice of Life",12,6.88
2308,Lime-iro Ryuukitan X,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",13,5.89
10359,Jewelpet Sunshine,"Fantasy, Magic, Shoujo",52,6.86
5968,Kinnikuman II Sei: Ultimate Muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",13,7.03
2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",19,6.76
2834,Miracle☆Girls,"Drama, Magic, Shoujo",51,7.28
3438,Moero! Top Striker,"Action, Shounen, Sports",49,6.79
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",24,7.09
545,Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi",12,6.18
2230,Hana no Ko Lunlun,"Drama, Magic, Shoujo",50,7.02
21851,Tesagure! Bukatsumono Encore,"Parody, School, Slice of Life",12,7
7561,Kaitou Reinya,Comedy,12,5.92
12651,Danball Senki W,"Action, Kids, Mecha",58,7.3
8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",65,7.1
2333,Anime Sanjuushi,"Adventure, Drama, Historical, Romance",52,7.3
2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",43,7.15
4936,Ninja Hattori-kun,"Comedy, Martial Arts, Slice of Life",694,6.92
32802,Cardfight!! Vanguard G: Stride Gate-hen,"Action, Game, Shounen",24,7.14
3199,Nanatsu no Umi no Tico,"Adventure, Slice of Life",39,7.54
29715,Nar Doma,Comedy,26,5.02
2704,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police",26,6.82
1638,Peter Pan no Bouken,"Adventure, Fantasy",41,6.91
960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",26,7.51
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"Drama, Sci-Fi, Space",13,6.9
3295,Yatterman,"Adventure, Comedy, Parody",60,6.68
10810,Pucca (2008),"Action, Comedy, Parody, Romance",13,6.6
2810,Anime Himitsu no Hanazono,"Drama, Historical, Kids, Shoujo",39,7.11
2598,Juusenki L-Gaim,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",54,6.87
2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",47,7.51
23,Ring ni Kakero 1,"Action, Shounen, Sports",12,6.7
5832,Tiger Mask Nisei,"Action, Drama, Sports",33,7.45
754,Yuki no Joou,"Adventure, Drama, Fantasy",36,7.19
518,Mahou no Princess Minky Momo,"Magic, Shoujo",63,6.79
1300,Omishi Mahou Gekijou: Risky/Safety,"Comedy, Shoujo",24,6.83
4591,Yoiko,"Comedy, School, Slice of Life",20,6.4
33026,Time Bokan 24,"Adventure, Comedy, Mecha",-1,5.28
13185,Juusen Battle Monsuno,"Action, Adventure",52,6.55
2364,Virus: Virus Buster Serge,"Action, Adventure, Mecha, Police, Sci-Fi",12,5.59
1199,Nintama Rantarou,"Comedy, Shounen",-1,7.18
2579,Anime 80-nichikan Sekai Isshuu,"Adventure, Historical, Kids, Romance",26,6.86
28207,Ketsuekigata-kun! 2,Comedy,12,6.74
2089,Choujikuu Seiki Orguss,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",35,6.8
1882,Sasami: Mahou Shoujo Club 2,"Fantasy, Magic, School",13,6.92
2827,Calimero,Comedy,45,6.24
11809,gdgd Fairies,Comedy,12,7.06
2331,Uchuu Densetsu Ulysses 31,"Action, Adventure, Sci-Fi, Space",26,7.2
31573,Brave Beats,"Adventure, Music",22,6.65
1806,Master Mosquiton 99,"Action, Adventure, Comedy, Supernatural, Vampire",26,6.71
8961,Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen",12,6.42
2577,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",49,7.15
10177,DD Hokuto no Ken,"Parody, Seinen",12,6.28
23539,Gudetama,"Comedy, Kids",-1,7.36
234,Dan Doh!!,"Adventure, Shounen, Sports",26,6.82
6130,Marie &amp; Gali,Comedy,40,6.48
3079,Aoki Ryuusei SPT Layzner,"Mecha, Military, Sci-Fi, Shounen, Space",38,7.22
2706,Bakusou Kyoudai Let&#039;s &amp; Go WGP,"Cars, Shounen, Sports",51,7.07
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",52,7.32
8287,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",51,6.56
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",12,6.59
1409,IGPX: Immortal Grand Prix,"Mecha, Sci-Fi, Shounen, Sports",5,6.77
3772,Saiko Robot Kombock,"Mecha, Sci-Fi",25,5.5
2835,Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",49,7.63
2553,Flanders no Inu,"Drama, Historical, Slice of Life",52,7.52
912,Ninku,"Adventure, Shounen",55,7.15
2554,Ai Shoujo Pollyanna Story,"Drama, Historical, Slice of Life",51,6.98
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Adventure, Sci-Fi",26,6.79
2245,Seraphim Call,"Drama, Romance, Sci-Fi",12,6.15
5967,Kinnikuman II Sei: Ultimate Muscle,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",13,6.99
1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",14,5.88
7176,Cheburashka Arere?,"Comedy, Kids, Slice of Life",26,6.57
646,Haunted Junction,"Comedy, Shounen, Supernatural",12,6.87
4667,B-Densetsu! Battle Bedaman Enkon,"Adventure, Comedy, Kids, Shounen",51,6.48
786,Pugyuru,"Comedy, Fantasy, School",13,5.92
33245,Ame-iro Cocoa in Hawaii,"Comedy, Slice of Life",12,5.47
2284,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",39,6.72
6604,Kuruneko,"Comedy, Slice of Life",50,7.63
1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",25,7.33
5027,Stitch!,"Adventure, Comedy, Kids",25,6.12
2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",40,7.73
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",65,7.3
2287,Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",26,6.26
2799,Hello! Sandybell,"Adventure, Romance, Shoujo",47,7.15
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action, Adventure, Drama, Sci-Fi, Space",22,7.56
1623,G-On Riders,"Action, Comedy, School, Sci-Fi",13,6.02
1676,Cosmo Warrior Zero,"Action, Adventure, Military, Sci-Fi, Space",13,6.68
4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",51,6.63
708,Patapata Hikousen no Bouken,"Adventure, Sci-Fi",26,7.59
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",52,7.26
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",39,7.27
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",13,7.25
2227,Lady Lady!!,"Drama, Historical",21,7.73
927,Transformers Superlink,"Adventure, Mecha, Sci-Fi, Shounen",51,6.38
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",26,7.25
5883,Examurai Sengoku,"Action, Martial Arts, Samurai, Sci-Fi",24,6.65
