anime_id,name,genre,episodes,rating,members
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",39,6.58,655
1667,Barom One,"Action, Sci-Fi, Shounen, Supernatural",13,5.67,772
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",52,7.02,22429
1669,Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",51,6.77,27959
1672,Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",48,6.72,1419
1673,Bomberman B-Daman Bakugaiden V,"Sci-Fi, Shounen",50,6.7,932
1674,Captain Tsubasa J,"Action, Shounen, Sports",47,7.37,13927
1675,Transformers Micron Densetsu,"Action, Mecha, Sci-Fi, Shounen",52,6.81,5095
1676,Cosmo Warrior Zero,"Action, Adventure, Military, Sci-Fi, Space",13,6.68,2613
1678,Cyborg 009: The Cyborg Soldier,"Action, Adventure, Mecha, Sci-Fi, Shounen",52,7.36,14867
1683,Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi",104,7.32,3782
1684,Dotto Koni-chan,Comedy,26,7.5,1397
1685,Duel Masters,"Action, Adventure, Comedy, Shounen",26,5.92,13012
1688,Nanatsu-iro★Drops,"Magic, Romance, School",12,7.16,16604
1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",24,7.82,81408
1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",24,7.5,205338
1693,Reideen,"Action, Mecha, Sci-Fi",26,6.65,5736
1694,iDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",26,6.68,15338
1695,Les Misérables: Shoujo Cosette,"Drama, Historical, Shoujo, Slice of Life",52,7.99,9605
1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",23,8.46,157025
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",24,7.85,91530
1703,Tokyo Tribe 2,"Action, Drama",13,6.99,5060
1704,Eat-Man,"Action, Adventure, Sci-Fi, Shounen, Super Power",12,6.7,4041
1705,Genma Taisen: Shinwa Zenya no Shou,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural",13,5.41,798
1706,Gun Frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",13,6.75,4732
1707,Kinnikuman II Sei,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",51,6.95,6134
1708,Majuu Sensen: The Apocalypse,"Action, Fantasy",13,5.67,747
1710,Rockman.EXE,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",56,7.06,19212
1711,Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",13,6.06,1331
1712,Shin Seiki Den Mars,"Mecha, Sci-Fi, Shounen",13,5.88,556
1713,Submarine Super 99,"Action, Adventure, Military, Sci-Fi, Shounen",13,6.41,684
1721,Hitohira,"Drama, Romance, School, Slice of Life",12,6.91,14299
1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",26,7.43,52817
1724,Saint October,"Adventure, Fantasy",26,6.6,3838
1726,Devil May Cry,"Action, Demons, Fantasy",12,7.15,166398
1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",12,6.97,22282
1728,Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life",52,7.57,10369
1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",Unknown,7.94,533578
1737,Uchuu Senshi Baldios,"Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",34,6.79,600
1738,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",12,7.22,12409
1739,Shibawanko no Wa no Kokoro,Kids,80,6.27,369
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"Action, Drama, Police, Seinen",11,6.08,627
1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",14,5.88,2476
1744,Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo",172,7.47,8713
1745,Wild 7 Another Bouryaku Unga,"Action, Adventure, Police, Shounen",13,5.72,339
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",26,6.59,7087
1769,Oh! Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",12,6.07,2757
1771,Ring ni Kakero 1: Nichibei Kessen-hen,"Action, Shounen, Sports",12,6.85,1037
1775,Jikuu Tenshou Nazca,"Action, Adventure, Drama, Fantasy, Magic",12,5.88,3080
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",26,7.24,1315
1792,Overman King Gainer,"Action, Adventure, Mecha, Sci-Fi, Shounen",26,7,6551
1806,Master Mosquiton 99,"Action, Adventure, Comedy, Supernatural, Vampire",26,6.71,2320
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",12,6.6,16596
1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",26,7.51,30747
1810,Kyoushirou to Towa no Sora,"Drama, Magic, Romance, Shounen",12,6.69,28280
1812,Hanoka,Sci-Fi,12,4.27,1686
1816,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",78,6.54,28296
1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",26,7.92,316853
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",26,7.25,2692
1826,Deltora Quest,"Adventure, Fantasy, Kids",65,7.11,10591
1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",26,8.24,106888
1835,Ryuusei no Rockman,"Action, Game, Sci-Fi, Shounen",55,7.31,6670
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",12,6.63,34109
1837,Dokkoida,"Action, Adventure, Comedy, Parody, Sci-Fi, Shounen",12,6.98,3462
1839,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",26,6.71,1012
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",12,7.73,235684
1842,Major S3,"Drama, Shounen, Sports",26,8.4,29528
1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",26,7.05,7830
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",39,7.27,2640
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",26,7.33,5758
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha",52,6.75,1591
1852,Hidamari Sketch,"Comedy, School, Slice of Life",12,7.51,42998
1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",39,6.72,3495
1858,Gakuen Utopia Manabi Straight!,"Comedy, School, Slice of Life",12,7.38,19315
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",14,7.31,43632
1863,Silk Road Shounen Yuuto,"Adventure, Fantasy, Historical",26,5.92,235
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama, Fantasy, Harem, Romance, Shoujo",12,7.19,5827
1865,Getsumen To Heiki Mina,"Comedy, Parody, Sci-Fi",11,6.44,4744
1868,Gin&#039;iro no Olynsis: Tokito,"Adventure, Drama, Mecha, Romance",12,6.42,5305
1872,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",26,6.55,632
1873,Plawres Sanshirou,"Adventure, Mecha, School, Sci-Fi, Shounen, Sports",37,7.66,1718
1878,Kaze no Shoujo Emily,"Drama, Historical, Shoujo",26,7.49,2881
1881,Sasami: Mahou Shoujo Club,"Fantasy, Magic, School",13,6.82,4056
1882,Sasami: Mahou Shoujo Club 2,"Fantasy, Magic, School",13,6.92,2277
1883,Kappa no Kaikata,Comedy,26,6.46,1209
1884,Himesama Goyoujin,Comedy,12,6.49,1623
1885,Master of Epic: The Animation Age,"Comedy, Fantasy, Game",12,6.23,1139
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",52,7.32,2387
1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",24,7.87,305837
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",24,8.41,218101
1891,YAT Anshin! Uchuu Ryokou,"Adventure, Comedy, Sci-Fi, Shounen",50,7.24,887
1892,YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",25,7.07,486
1893,Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life",117,6.83,1399
1897,Zettai Muteki Raijin-Oh,"Adventure, Mecha, School, Sci-Fi, Shounen",51,7.06,592
1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",26,6.3,1342
1912,Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",13,6.06,7962
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",39,8.2,23160
1915,Mahou Shoujo Lyrical Nanoha StrikerS,"Action, Comedy, Drama, Magic, Super Power",26,7.74,35442
1929,Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",47,7.03,7189
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",49,7.3,6390
1936,Misute♡naide Daisy,"Comedy, Romance, Sci-Fi",12,5.83,720
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",12,7.27,6037
1942,Rocket Girls,"Adventure, Sci-Fi",12,7.03,4794
1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",50,7.68,13742
1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",28,6.08,1049
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",10,6.22,1521
1956,Ikkitousen: Dragon Destiny,"Action, Ecchi, Martial Arts, School, Super Power",12,6.96,47117
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",Unknown,6.61,940
1962,Chikyuu Bouei Kazoku,"Action, Comedy, Sci-Fi, Shounen",13,6.76,726
1965,Sola,"Drama, Romance, Slice of Life, Supernatural",13,7.37,71172
1972,Meitantei Holmes,"Adventure, Comedy, Mystery",26,7.46,3985
1974,Glass no Kamen (2005),"Drama, Shoujo",51,8.23,17038
1975,Mutekiou Tri-Zenon,"Mecha, Sci-Fi",22,6.21,483
1985,UFO Robo Grendizer,"Mecha, Sci-Fi, Shounen",74,7.66,4381
1986,Wakusei Robo Danguard Ace,"Mecha, Sci-Fi, Shounen",56,6.68,488
1988,Himawari!!,"Comedy, Romance",13,6.58,7275
1991,Juusou Kikou Dancougar Nova,Mecha,12,6.06,3326
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",27,8.78,562962
2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",26,7.66,62530
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",25,8.16,6321
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",20,7.17,2856
2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",49,7.65,8908
2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",26,7.52,5387
2024,Yoshimune,"Comedy, Historical",24,6.43,393
2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",25,8.25,440334
2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",52,7.75,130085
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery",26,7.32,31874
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",13,6.64,23477
2032,Wellber no Monogatari: Sisters of Wellber,"Action, Adventure, Comedy, Drama, Fantasy, Historical",13,6.78,5605
2034,Lovely★Complex,"Comedy, Romance, Shoujo",24,8.23,235003
2035,Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",12,8.03,11903
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",43,7.27,1763
2037,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",61,7.54,3589
2038,Mahou no Star Magical Emi,"Comedy, Magic, Shoujo, Slice of Life",38,6.76,1783
2039,Mahou no Yousei Persia,"Comedy, Magic",48,6.77,990
2040,Mahou no Angel Sweet Mint,"Magic, Shoujo",47,6.54,879
2041,Ai to Yuuki no Pig Girl Tonde Buurin,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",51,6.67,6183
2043,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",73,7.21,7608
2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",52,7.18,5112
2074,Kero Kero Chime,"Adventure, Comedy, Fantasy",30,6.71,567
2075,Kiko-chan Smile,"Adventure, Comedy, Josei, Slice of Life",51,6.4,297
2076,Kindaichi Shounen no Jikenbo (TV),"Mystery, Shounen",148,7.96,8655
2084,NG Knight Ramune &amp; 40,"Adventure, Comedy, Fantasy, Mecha, Shounen",38,7.12,1056
2087,VS Knight Lamune &amp; 40 Fire,"Comedy, Fantasy, Mecha, Shounen",26,6.99,1150
2089,Choujikuu Seiki Orguss,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",35,6.8,2271
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",26,7.95,165008
2105,Touka Gettan,"Drama, Romance, Supernatural",26,6.71,13921
2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",26,6.79,6658
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",51,7.29,9025
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",51,7.25,4161
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",25,7.26,4006
2112,Over Drive,"Shounen, Sports",26,7.78,28007
2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",38,7.43,4914
2116,Captain Tsubasa,"Action, Shounen, Sports",128,7.35,36623
2127,Chouja Raideen,"Adventure, Mecha, Sci-Fi, Shounen",38,6.45,1147
2128,Yuusha Raideen,"Action, Adventure, Mecha, Sci-Fi, Shounen",50,6.87,989
2129,True Tears,"Drama, Romance, School",13,7.55,118644
2130,Kaibutsu Oujo,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",25,7.16,44825
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",51,6.55,22718
2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",78,7.95,7761
2151,Nils no Fushigi na Tabi,"Adventure, Fantasy, Kids",52,7.14,2702
2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",26,7.38,8221
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,13,6.48,4707
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",13,6.36,12622
2156,Bakugan Battle Brawlers,"Action, Fantasy, Game",52,6.38,25846
2157,Koutetsushin Jeeg,"Mecha, Sci-Fi",13,7.11,3627
2158,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",24,8.07,36941
2159,Ookiku Furikabutte,"Comedy, Sports",25,8.11,49599
2161,Skull Man,"Action, Mystery, Super Power",13,6.79,16361
2162,Koutetsu Sangokushi,"Adventure, Historical, Shounen",25,6.41,6544
2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",26,8.19,76860
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",100,7.07,1656
2166,Doujin Work,"Comedy, Slice of Life",12,6.9,20504
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",23,8.3,566690
2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",23,7.21,1570
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action, Adventure, Drama, Sci-Fi, Space",22,7.56,2587
2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",26,7.5,6197
2213,Black Jack (TV),Drama,61,7.74,15552
2214,Black Jack 21,"Action, Drama",17,7.77,6063
2215,Kishin Taisen Gigantic Formula,"Mecha, Sci-Fi",26,7,4633
2216,Shigurui,"Action, Drama, Historical, Martial Arts, Samurai, Seinen",12,7.54,50091
2221,Aishite Knight,"Comedy, Romance, Shoujo",42,6.75,3746
2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",243,7.28,5330
2223,Maple Town Monogatari,"Fantasy, Slice of Life",52,6.97,898
2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",19,6.76,2028
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",52,7.26,12014
2226,Mori no Tonto-tachi,"Fantasy, Kids",23,6.23,278
2227,Lady Lady!!,"Drama, Historical",21,7.73,2681
2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",47,7.51,2214
2229,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",46,7.79,8999
2230,Hana no Ko Lunlun,"Drama, Magic, Shoujo",50,7.02,2080
2231,Miyuki,"Romance, School",37,6.93,1423
2232,Funny Pets,Comedy,12,5.13,361
2233,Ocha-ken: Chokotto Monogatari,"Comedy, Kids",26,6.46,647
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",30,6.56,1358
2243,Karasu Tengu Kabuto,"Action, Adventure, Drama, Historical",39,6.97,1220
2244,Rakugo Tennyo Oyui,"Comedy, Historical",12,6.31,1086
2245,Seraphim Call,"Drama, Romance, Sci-Fi",12,6.15,2434
2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",12,8.49,88850
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",13,8.54,363215
2252,Devilman,"Action, Demons, Horror, Supernatural",39,6.55,5532
2253,Mazinger Z,"Action, Drama, Mecha, Sci-Fi, Shounen",92,7.49,5746
2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",50,7.51,1518
2255,Choujuu Kishin Dancougar,"Action, Mecha, Sci-Fi, Shounen",38,6.85,1806
2257,Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",75,7.58,1825
2259,Dr. Rin ni Kiitemite!,"Comedy, Fantasy, Magic, Romance, School, Shoujo",51,6.95,1904
2268,Tatakae! Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",98,7.67,5652
2280,Hare Tokidoki Buta (TV),Comedy,61,7.04,607
2281,Jikuu Tantei Genshi-kun,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",39,6.39,5541
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,Historical,26,6.72,444
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",49,7.27,1188
2284,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",39,6.72,2524
2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",40,6.31,2744
2287,Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",26,6.26,2580
2288,Akihabara Dennou-gumi,"Adventure, Mecha, Sci-Fi, Shoujo",26,6.72,3935
2308,Lime-iro Ryuukitan X,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",13,5.89,2009
2316,Akakichi no Eleven,Sports,52,6.93,957
2330,Jibaku-kun,"Adventure, Comedy, Fantasy",26,7.6,6036
2331,Uchuu Densetsu Ulysses 31,"Action, Adventure, Sci-Fi, Space",26,7.2,2297
2333,Anime Sanjuushi,"Adventure, Drama, Historical, Romance",52,7.3,2102
2335,Kenyuu Densetsu Yaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",52,7.13,5158
2337,Tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",26,7.59,1826
2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",51,7.34,2764
2362,Run=Dim,"Action, Mecha, Sci-Fi",13,5.32,1017
2363,Pokemon Housoukyoku,"Adventure, Comedy, Fantasy, Kids",16,6.99,15461
2364,Virus: Virus Buster Serge,"Action, Adventure, Mecha, Police, Sci-Fi",12,5.59,2250
2366,Touma Kishinden Oni,Supernatural,25,6.4,303
2367,Moetan,"Comedy, Ecchi, Magic, School",12,6.56,18432
2369,Rental Magica,"Fantasy, Mystery, Supernatural",24,7.18,39806
2382,Firestorm,"Action, Mecha, Military, Sci-Fi",26,6.02,615
2383,Cybersix,"Action, Adventure, Romance, Sci-Fi",13,7.36,3607
2389,Kagaku Ninja-tai Gatchaman,"Action, Adventure, Sci-Fi, Shounen",105,7.1,4802
2390,Hoshi no Kirby,"Action, Adventure, Comedy, Fantasy, Parody",100,6.73,10416
2391,SD Gundam Force,"Adventure, Comedy, Fantasy, Mecha",52,5.61,4825
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",45,7.27,5118
2402,Ashita no Joe,"Drama, Sports",79,8.22,15442
2403,Kodomo no Jikan (TV),"Comedy, Ecchi, School",12,7.13,63348
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",11,7.06,93637
2405,Hello! Lady Lynn,Drama,36,7.85,1757
2406,Sazae-san,"Comedy, Slice of Life",Unknown,6.35,1632
2409,Gokudou-kun Manyuuki,"Adventure, Comedy, Fantasy, Magic",26,7.61,8131
2415,Super Fishing Grander Musashi,"Adventure, Sports",25,7.07,1920
2416,Grander Musashi RV,"Adventure, Sports",39,7.27,987
2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",31,7.84,6919
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,35,6.74,967
2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",1787,7.76,14233
2476,School Days,"Drama, Harem, Romance, School",12,6.17,279183
2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",38,7.35,1548
2486,Rumiko Takahashi Anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",13,7.39,3420
2487,Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",39,7.02,756
2489,Onegai My Melody,"Comedy, Fantasy, Magic",52,7.16,3633
2494,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",12,6.91,63370
2495,Chance Triangle Session,"Drama, Music, Slice of Life",13,6.77,3005
2501,Papuwa,"Adventure, Comedy",26,7.02,973
2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",42,6.56,407
2508,Genshiken 2,"Comedy, Parody, Slice of Life",12,7.86,55825
2510,Sengoku Majin Goushougun,"Mecha, Parody, Sci-Fi",26,6.93,849
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,12,7.55,1846
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",13,5.52,1377
2523,Izumo: Takeki Tsurugi no Senki,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",12,6.38,7748
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",45,7.28,4157
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",52,7.25,3921
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",50,7.35,1794
2545,Huckleberry no Bouken,"Adventure, Drama, Historical",26,6.25,748
2546,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",48,6.73,1715
2547,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",46,7.8,7515
2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",48,7.48,3334
2549,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",53,7.63,1744
2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",13,6.63,1292
2553,Flanders no Inu,"Drama, Historical, Slice of Life",52,7.52,2411
2554,Ai Shoujo Pollyanna Story,"Drama, Historical, Slice of Life",51,6.98,2427
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",43,7.45,1501
2556,Jungle Taitei (1989),"Adventure, Drama",52,6.78,1875
2557,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",40,7.75,2839
2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",40,7.73,2577
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",33,8.47,15074
2561,Captain Future,"Action, Adventure, Sci-Fi, Shounen",52,7.13,1837
2562,Shion no Ou,"Drama, Game, Mystery, Thriller",22,7.66,20553
2564,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",12,6.52,12238
2565,Jungle Taitei: Susume Leo!,"Adventure, Shounen",26,6.77,986
2566,Uchuujin Tanaka Tarou,"Comedy, School, Shounen",24,6.35,386
2567,Pinocchio yori Piccolino no Bouken,"Adventure, Kids",52,6.25,852
2568,Kojika Monogatari,Drama,52,6.68,291
2569,Jungle Book Shounen Mowgli,"Adventure, Drama",52,6.99,3035
2570,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",26,7.12,1228
2571,Mitsubachi Maya no Bouken,"Adventure, Comedy, Kids",52,6.43,4426
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",52,6.52,1594
2573,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",50,7.05,742
2574,Kashi no Ki Mokku,"Adventure, Fantasy",52,5.91,787
2575,Don Chuck Monogatari,"Adventure, Kids, Slice of Life",26,6.14,411
2576,Araiguma Rascal,"Drama, Historical, Slice of Life",52,6.82,935
2577,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",49,7.15,2322
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",52,7.02,656
2579,Anime 80-nichikan Sekai Isshuu,"Adventure, Historical, Kids, Romance",26,6.86,2258
2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",25,8.24,120351
2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",52,7.87,9008
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",13,7.05,25225
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",22,7.59,78469
2598,Juusenki L-Gaim,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",54,6.87,2211
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",13,7.26,25814
2603,Mushi-Uta,"Action, Fantasy, Sci-Fi",12,6.8,11867
2604,Sky Girls,"Mecha, Military, Sci-Fi",26,7.13,17115
2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School",12,8.03,174531
2608,Wangan Midnight,"Action, Cars, Seinen, Sports",26,7.54,10058
2609,Kakyuusei (1999),"Drama, Harem, Romance, School",14,6.36,1578
2612,Spoon Oba-san,"Kids, Magic",130,6.83,955
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",24,7.03,931
2618,Takarajima,"Adventure, Drama, Historical, Mystery",26,8.04,5306
2619,Spider Riders: Oracle no Yuusha-tachi,"Action, Adventure, Mecha",26,6.76,3605
